id,timestamp,longitude,latitude,description,geometry
0,1994/05/13 00:00:00+00,-121.8053,48.64056,Report 60: Missing Cattle and large footprints found Class B; Skagit County,POINT (-121.8053 48.64056)
1758,1973/05/13 00:00:00+00,-87.58124,41.16124,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee Class A; Kankakee County,POINT (-87.58123999999999 41.16124)
1759,1986/11/29 00:00:00+00,-89.3211,41.2285,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin Class A; Putnam County,POINT (-89.3211 41.2285)
1760,2009/06/27 00:00:00+00,-88.724,40.19732,Report 28110: Night fisherman has sighting at Clinton Lake boat docks Class A; De Witt County,POINT (-88.724 40.19732)
1761,1972/10/29 00:00:00+00,-89.88871,39.93521,Report 28423: Man recalls his face to face daylight encounter in Siloam Springs State Park Class A; Adams County,POINT (-89.88871 39.93521)
1762,2007/10/27 00:00:00+00,-89.73378,40.82944,Report 28429: Deer hunter has sighting at dusk near Jubilee College State Park Class A; Peoria County,POINT (-89.73378 40.82944)
1763,2006/07/22 00:00:00+00,-90.24173,39.57463,Report 28484: Vocalizations and a sighting with a spotlight near Murrayville Class A; Morgan County,POINT (-90.24173 39.57463)
1764,1978/10/21 00:00:00+00,-90.012,38.7774,Report 28516: Memory told of a daytime sighting near Edwardsville Class A; Madison County,POINT (-90.012 38.7774)
1765,2005/11/19 00:00:00+00,-90.18651,39.6548,Report 28533: Daylight sighting by a motorist near Lake Jacksonville Class A; Morgan County,POINT (-90.18651 39.6548)
1766,2006/08/26 00:00:00+00,-90.17564,39.53747,Report 28534: Runner has sighting near home south of Jacksonville Class A; Morgan County,POINT (-90.17564 39.53747)
1767,1976/09/18 00:00:00+00,-89.4691,39.7721,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart Class A; Sangamon County,POINT (-89.4691 39.7721)
1768,2010/10/17 00:00:00+00,-90.0055,40.5658,Report 28568: Nighttime sighting near a dumpster by a bicyclist in Canton Class A; Fulton County,POINT (-90.0055 40.5658)
1769,2008/09/28 00:00:00+00,-89.3469,39.5075,Report 28703: Motorist has daylight sighting southwest of Taylorville Class A; Christian County,POINT (-89.34690000000001 39.5075)
1770,1969/08/09 00:00:00+00,-89.99328,40.62288,Report 28714: Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek Class A; Fulton County,POINT (-89.99328 40.62288)
1771,2010/11/16 00:00:00+00,-87.83285,41.84136,Report 28728: Daylight sighting by a motorist near Brookfield Zoo Class A; Cook County,POINT (-87.83284999999999 41.84136)
1772,2008/05/05 00:00:00+00,-89.3469,39.5075,Report 28899: Father and son have daylight sighting on Illinois Rt 48 near Taylorville Class A; Christian County,POINT (-89.34690000000001 39.5075)
1773,2009/06/24 00:00:00+00,-88.53889,41.33018,Report 28936: Daytime sighting by a motorist east of Seneca Class A; Grundy County,POINT (-88.53888999999999 41.33018)
1774,2011/02/24 00:00:00+00,-88.60814,41.29663,Report 28940: Motorist has night-time sighting near bridge just south of Seneca Class A; La Salle County,POINT (-88.60814000000001 41.29663)
1775,2011/04/15 00:00:00+00,-88.38197,37.60075,Report 29165: Possible observations using thermal imager southeast of Equality Class A; Hardin County,POINT (-88.38197 37.60075)
1776,2008/05/23 00:00:00+00,-90.40184,39.02341,Report 29265: Motorists have sighting at night near Otterville Class A; Jersey County,POINT (-90.40184000000001 39.02341)
1777,2000/04/07 00:00:00+00,-90.0795,41.7584,Report 29287: Memory told of a daylight sighting as a youth near Fenton Class A; Whiteside County,POINT (-90.0795 41.7584)
1778,2011/07/18 00:00:00+00,-88.71103,41.42396,Report 30003: Late night encounter by a motorcyclist outside of Marseilles  Class A; La Salle County,POINT (-88.71102999999999 41.42396)
1779,2004/10/30 00:00:00+00,-89.41959,40.14471,Report 30203: Nighttime sighting by motorists along I-55 near Lincoln Class A; Logan County,POINT (-89.41959 40.14471)
1780,1964/11/07 00:00:00+00,-88.1676,39.8213,Report 30367: Memories told of encounters experienced by a family living near Villa Grove Class A; Douglas County,POINT (-88.16759999999999 39.8213)
1781,2011/10/20 00:00:00+00,-88.706,41.4209,Report 30896: Second nighttime sighting by motorcyclist north of Marseilles Class A; La Salle County,POINT (-88.706 41.4209)
1782,2011/12/19 00:00:00+00,-87.68468,38.71682,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville Class A; Lawrence County,POINT (-87.68468 38.71682)
1783,1985/01/12 00:00:00+00,-89.88347,40.59904,Report 31968: Midday observation by young hunters near Glasford Class A; Fulton County,POINT (-89.88347 40.59904)
1784,1973/06/09 00:00:00+00,-90.18332,40.98073,Report 32162: Recollection of daylight sighting as youth near Victoria Class A; Knox County,POINT (-90.18331999999999 40.98073)
1785,2008/09/13 00:00:00+00,-88.29926,42.18476,Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin Class A; McHenry County,POINT (-88.29926 42.18476)
1786,2012/01/05 00:00:00+00,-88.4586,41.61575,Report 32616: Hiker has nighttime sighting in Harris Forest Preserve.  Class A; Kendall County,POINT (-88.4586 41.61575)
1787,1991/11/16 00:00:00+00,-90.16501,38.51689,Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia Class A; St. Clair County,POINT (-90.16501 38.51689)
1788,1987/07/11 00:00:00+00,-88.71402,41.42741,Report 33859: Woman recalls daylight sighting north of Marseilles Class A; La Salle County,POINT (-88.71402 41.42741)
1789,1996/10/12 00:00:00+00,-89.55229,39.84874,Report 34728: Recollection of a daylight sighting as a youth in Riverton Class A; Sangamon County,POINT (-89.55229 39.84874)
1790,2012/05/14 00:00:00+00,-88.99181,38.1038,Report 35427: Family has daylight sighting while fishing on Rend Lake Class A; Franklin County,POINT (-88.99181 38.1038)
1791,2011/10/10 00:00:00+00,-89.36896,37.18404,Report 36246: Hiker has daylight sighting near Olive Branch. Class A; Alexander County,POINT (-89.36896 37.18404)
1792,2011/03/05 00:00:00+00,-89.48784,37.71917,Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro Class A; Jackson County,POINT (-89.48784000000001 37.71917)
1793,2012/08/09 00:00:00+00,-90.79664,40.45273,Report 36406: Daylight sighting by a camper in Argyle Lake State Park    Class A; McDonough County,POINT (-90.79664 40.45273)
1794,1986/01/01 00:00:00+00,-88.95451,41.30374,Report 36667: Memory told of encounters on a farm near Ottawa. Class A; La Salle County,POINT (-88.95451 41.30374)
1795,1980/11/08 00:00:00+00,-88.9813,39.8732,Report 37522: Homeowner recalls night time sighting in NW Decatur Class A; Macon County,POINT (-88.9813 39.8732)
1796,1993/11/20 00:00:00+00,-90.04582,39.37753,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick. Class A; Macoupin County,POINT (-90.04582000000001 39.37753)
1797,2010/10/19 00:00:00+00,-87.79079,38.37945,Report 37856: Close encounter at night by a motorist near Mt.Carmel Class A; Wabash County,POINT (-87.79079 38.37945)
1798,2012/12/20 00:00:00+00,-87.75156,41.53346,Report 38395: Motorists have nighttime sighting north of Matteson. Class A; Cook County,POINT (-87.75156 41.53346)
1799,2012/03/06 00:00:00+00,-89.48784,37.71917,Report 39267: Motorist reports his second sighting near railroad tracks west of Murphysboro Class A; Jackson County,POINT (-89.48784000000001 37.71917)
1800,2013/02/26 00:00:00+00,-89.60034,40.67577,Report 40075: Daylight sighting along levee in East Peoria Class A; Tazewell County,POINT (-89.60034 40.67577)
1801,2000/01/09 00:00:00+00,-90.59952,40.25679,Report 40457: Memory told of a close encounter by motorists just north of Rushville Class A; Schuyler County,POINT (-90.59952 40.25679)
1802,1975/10/11 00:00:00+00,-88.1033,40.26916,Report 41318: Memory told of roadside sighting at night south of Rantoul  Class A; Champaign County,POINT (-88.1033 40.26916)
1803,2013/06/22 00:00:00+00,-90.95499,39.91682,Report 41718: Motorcyclist has daylight sighting south of Kellerville Class A; Adams County,POINT (-90.95499 39.91682)
1804,1978/04/21 00:00:00+00,-89.49155,37.68485,Report 41916: Memory told of daylight sighting while mushroom hunting along Happy Hollow Road near Gorham Class A; Jackson County,POINT (-89.49155 37.68485)
1805,2009/10/10 00:00:00+00,-87.60593,41.40762,Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve Class A; Will County,POINT (-87.60593 41.40762)
1806,1998/09/28 00:00:00+00,-88.61966,39.2372,Report 42794: Memory told of a nighttime highway crossing near Stewardson  Class A; Shelby County,POINT (-88.61966 39.2372)
1807,2013/11/24 00:00:00+00,-88.98393,37.88755,Report 42945: Memory told of a daylight sighting along railroad tracks east of Plumfield  Class A; Franklin County,POINT (-88.98393 37.88755)
1808,2013/10/23 00:00:00+00,-87.8572,38.354,Report 43148: Hiker has close daylight sighting in Beall Woods State Park Class A; Wabash County,POINT (-87.85720000000001 38.354)
1809,2014/05/14 00:00:00+00,-90.0933,39.30525,Report 43348: Memory told of sighting at night along SR 108 near Hagaman Class A; Macoupin County,POINT (-90.0933 39.30525)
1810,2014/05/12 00:00:00+00,-90.928,40.9119,Report 43619: Motorist has twilight sighting south of Oquawka. Class A; Henderson County,POINT (-90.928 40.9119)
1811,2014/05/14 00:00:00+00,-89.17177,37.63264,Report 44003: Close encounter while fishing remembered near Giant City State Park Class A; Jackson County,POINT (-89.17177 37.63264)
1812,2014/05/12 00:00:00+00,-89.80784,41.72264,Report 44649: Memory told of a daytime sighting on a farm south of Rock Falls Class A; Whiteside County,POINT (-89.80784 41.72264)
1813,2014/09/05 00:00:00+00,-90.16382,41.12409,Report 46439: Motorists have night time sighting near edge of Altona Class A; Knox County,POINT (-90.16382 41.12409)
1814,1967/08/15 00:00:00+00,-87.8574,41.9586,Report 46494: Memory told of a daytime sighting in Schiller Woods Class A; Cook County,POINT (-87.8574 41.9586)
1815,2014/10/10 00:00:00+00,-88.92,41.3224,Report 46878: Hiker has a daylight sighting in Buffalo Rock State Park  Class A; La Salle County,POINT (-88.92 41.3224)
1816,2015/01/12 00:00:00+00,-90.4429,40.9474,Report 47249: Motorist has dusk sighting west of Galesburg Class A; Warren County,POINT (-90.44289999999999 40.9474)
1817,2014/12/30 00:00:00+00,-88.70795,39.50655,Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay Class A; Shelby County,POINT (-88.70795 39.50655)
1818,2005/07/15 00:00:00+00,-90.3832,40.625,Report 47649: Truck driver has a daylight sighting west of Ellisville. Class A; Fulton County,POINT (-90.3832 40.625)
1819,2017/01/22 00:00:00+00,-88.30026,42.1838,Report 47776: Nighttime sighting by homeowner in Lake in the Hills  Class A; McHenry County,POINT (-88.30025999999999 42.1838)
1820,2017/01/22 00:00:00+00,-88.23882,41.34693,(New)            Report 47911: Memory told of a nighttime road crossing near Coal City Class A; Will County,POINT (-88.23882 41.34693)
1821,2017/01/25 00:00:00+00,-89.72024,38.96846,(New)            Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road Class A; Madison County,POINT (-89.72024 38.96846)
1822,2015/10/11 00:00:00+00,-88.362,37.9308,Report 49954: Memory told of encounter at a remote cabin at Sandy Run Class A; White County,POINT (-88.36199999999999 37.9308)
1823,2016/10/03 00:00:00+00,-89.49032,40.67855,Report 55706: Memory told of daytime encounter near Farmdale Park Class A; Tazewell County,POINT (-89.49032 40.67855)
1824,2017/01/20 00:00:00+00,-89.86021,39.4383,Report 55934: Nighttime sighting near Sunset Lake west of Girard   Class A; Macoupin County,POINT (-89.86021 39.4383)
1825,1978/05/01 00:00:00+00,-89.952,39.115,Report 2901: Couple in car terrified by loud howl/scream near Carlinville. Class B; Macoupin County,POINT (-89.952 39.115)
1826,2001/05/16 00:00:00+00,-91.3883,40.3752,Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw. Class B; Hancock County,POINT (-91.3883 40.3752)
1827,2001/08/16 00:00:00+00,-88.3461,37.5,Report 3018: Late night screams heard near Rosiclare. Class B; Hardin County,POINT (-88.34610000000001 37.5)
1828,1975/12/06 00:00:00+00,-89.30435,38.04813,Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville. Class B; Perry County,POINT (-89.30435 38.04813)
1829,2004/11/27 00:00:00+00,-89.1979,37.1142,Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds. Class B; Pulaski County,POINT (-89.1979 37.1142)
1830,2004/11/14 00:00:00+00,-90.1498,40.04505,Report 6820: Tracks found on a creek bed near Chandlerville Class B; Cass County,POINT (-90.1498 40.04505)
1831,2000/05/06 00:00:00+00,-87.97622,38.94564,Report 10879: Mushroom hunters find series of large footprints near Ste. Marie. Class B; Jasper County,POINT (-87.97622 38.94564)
1832,2003/06/14 00:00:00+00,-89.34285,41.86395,Report 11121: Hikers find large footprint along Franklin Creek. Class B; Lee County,POINT (-89.34285 41.86395)
1833,1984/11/17 00:00:00+00,-88.53872,42.075,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington. Class B; Kane County,POINT (-88.53872 42.075)
1834,2005/10/06 00:00:00+00,-89.585,40.61,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin Class B; Tazewell County,POINT (-89.58499999999999 40.61)
1835,1986/11/15 00:00:00+00,-90.1,41.6,Report 12919: Youth has nighttime sighting along Rock River Class B; Whiteside County,POINT (-90.09999999999999 41.6)
1836,2005/11/18 00:00:00+00,-88.55,37.63,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville Class B; Saline County,POINT (-88.55 37.63)
1837,2006/05/29 00:00:00+00,-88.50061,37.61404,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest Class B; Saline County,POINT (-88.50060999999999 37.61404)
1838,2006/06/21 00:00:00+00,-88.4375,41.625,Report 15019: Possible vocalizations heard near Yorkville Class B; Kendall County,POINT (-88.4375 41.625)
1839,2006/07/28 00:00:00+00,-88.9319,37.61095,Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest Class B; Williamson County,POINT (-88.9319 37.61095)
1840,2005/10/01 00:00:00+00,-87.7424,40.1527,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park Class B; Vermilion County",POINT (-87.7424 40.1527)
1841,1977/12/31 00:00:00+00,-88.9487,37.72735,"Report 15895: Possible vocalization heard in Marion, Illinois Class B; Williamson County",POINT (-88.9487 37.72735)
1842,1998/09/26 00:00:00+00,-89.0,39.0,Report 18059: Possible footprints found five miles east of Vandalia. Class B; Fayette County,POINT (-89 39)
1843,2007/10/15 00:00:00+00,-89.4205,38.0985,Report 18584: Possible vocalization heard near Pyramid State Park. Class B; Perry County,POINT (-89.4205 38.0985)
1844,1978/04/02 00:00:00+00,-89.45728,37.78048,Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid. Class B; Jackson County,POINT (-89.45728 37.78048)
1845,2007/09/22 00:00:00+00,-88.65912,37.52127,Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs Class B; Pope County,POINT (-88.65912 37.52127)
1846,2010/08/16 00:00:00+00,-75.3793,38.88665,Report 28720: Traveler observes a tall biped in a cornfield north of Bethany Beach Class B; Sussex County,POINT (-75.3793 38.88665)
1847,2012/11/13 00:00:00+00,-75.36536,38.71,Report 37386: Couple hear possible screams and knocks at their home near Redden State Park Class B; Sussex County,POINT (-75.36536 38.71)
1848,1999/02/15 00:00:00+00,-75.18375,38.676,Report 39121: Recollection of a possible night time road crossing near Angola Class B; Sussex County,POINT (-75.18375 38.676)
1849,1995/08/01 00:00:00+00,-82.643,38.16205,Report 2389: Highpitched vocalizations heard.  Class B; Lawrence County,POINT (-82.643 38.16205)
1850,2012/01/04 00:00:00+00,-82.44214,38.03338,Report 31824: Suspicious figures seen at dawn west of Louisa Class B; Lawrence County,POINT (-82.44213999999999 38.03338)
1851,2015/11/21 00:00:00+00,-82.5446,38.05344,Report 50318: More strange incidents reported from an old Farmplace near Blaine Class B; Lawrence County,POINT (-82.5446 38.05344)
1852,2000/07/23 00:00:00+00,-79.32608,39.06881,Report 203: Possible sighting by a camper near the Dolly Sods Wilderness area Class B; Tucker County,POINT (-79.32608 39.06881)
1853,1998/11/01 00:00:00+00,-81.0,38.0,"Report 439: Charateristic vocalizations heard by residents at night in Fall and Winter,  near Minden Class B; Fayette County",POINT (-81 38)
1854,1980/07/01 00:00:00+00,-82.52633,38.38096,"Report 1200: Witness heard what sounded like ""people talking backwards."" Class B; Cabell County",POINT (-82.52633 38.38096)
1855,1998/08/01 00:00:00+00,-81.60155,37.46292,Report 1203: Many tracks found and terrible screams heard Class B; McDowell County,POINT (-81.60155 37.46292)
1856,1997/12/01 00:00:00+00,-80.51534,38.27832,Report 1204: Two hunters hear strange sounds similar to a woman screaming Class B; Nicholas County,POINT (-80.51533999999999 38.27832)
1857,2001/06/15 00:00:00+00,-82.07358,38.46118,Report 2786: On-going encounters makes rural family cautious Class B; Cabell County,POINT (-82.07358000000001 38.46118)
1858,1960/11/15 00:00:00+00,-82.25949,38.5464,"Report 3582: Hunters hear vocalization in a hollow off Route 2, near Lesage Class B; Cabell County",POINT (-82.25949 38.5464)
1859,1999/07/01 00:00:00+00,-79.33517,38.90203,Report 3826: Night time visitor screams and leaves imprint near campers in West Virginia Class B; Pendleton County,POINT (-79.33517000000001 38.90203)
1860,1975/07/04 00:00:00+00,-81.14714,37.80531,Report 4237: Three youths have a menacing encounter near Beckley Class B; Raleigh County,POINT (-81.14713999999999 37.80531)
1861,2001/01/20 00:00:00+00,-82.0849,38.8448,Report 7241: ATV'ers find footprints near Pt.Pleasant Class B; Mason County,POINT (-82.0849 38.8448)
1862,1991/10/19 00:00:00+00,-79.7802,38.7084,Report 7474: Deer hunters find footprints in Wildell Bottom Class B; Pocahontas County,POINT (-79.78019999999999 38.7084)
1863,2004/01/01 00:00:00+00,-79.5653,38.6934,Report 7727: Mother and daughter find footprints in snow near Judy Gap Class B; Pendleton County,POINT (-79.56529999999999 38.6934)
1864,2001/10/16 00:00:00+00,-79.3999,38.8554,Report 8796: Hunter experiences object throwing and vocalizations near Onego Class B; Pendleton County,POINT (-79.3999 38.8554)
1865,2005/04/13 00:00:00+00,-80.17528,38.10833,"Report 11432: Possible sighting during BFRO's West Virginia expedition, Spring 2005. Class B; Pocahontas County",POINT (-80.17528 38.10833)
1866,2005/10/09 00:00:00+00,-80.5621,39.6723,Report 12862: Possible vocalizations and rock clacking near Knob Fork Class B; Wetzel County,POINT (-80.5621 39.6723)
1867,2005/04/09 00:00:00+00,-80.19044,38.10785,Report 13083: Participant observations during BFRO WV Expedition Class B; Pocahontas County,POINT (-80.19044 38.10785)
1868,1996/10/11 00:00:00+00,-79.52835,38.7016,Report 13122: Possible repeat approaches outside Circleville Class B; Pendleton County,POINT (-79.52835 38.7016)
1869,2005/05/30 00:00:00+00,-79.98335,39.05,Report 13141: Possible vocalizations heard by camper near Tygart Valley River Class B; Barbour County,POINT (-79.98335 39.05)
1870,2005/12/12 00:00:00+00,-80.985,39.51,Report 13312: Bicyclist reports possible rock throwing incident outside Sistersville Class B; Tyler County,POINT (-80.985 39.51)
1871,2006/05/16 00:00:00+00,-81.5784,38.8317,Report 14037: Possible stalking and vocalizations near Frozen Camp Class B; Jackson County,POINT (-81.5784 38.8317)
1872,2004/10/30 00:00:00+00,-80.17294,38.20065,Report 14739: Possible vocalization and stalking near Spruce Flat Class B; Pocahontas County,POINT (-80.17294 38.20065)
1873,2006/07/16 00:00:00+00,-81.0321,38.7365,Report 15250: Possible sighting by child near home outside Arnoldsberg Class B; Calhoun County,POINT (-81.0321 38.7365)
1874,2003/05/10 00:00:00+00,-79.9442,39.6716,Report 15475: Hunter describes being paralleled along railroad tracks northeast of Morgantown Class B; Monongalia County,POINT (-79.9442 39.6716)
1875,1990/06/10 00:00:00+00,-82.0029,37.75415,Report 16228: Possible sighting by a security guard at strip mine outside Holden Class B; Logan County,POINT (-82.0029 37.75415)
1876,2007/05/20 00:00:00+00,-79.95695,38.8762,Report 18793: Possible whoops heard in logging area outside the Monongahela National Forest Class B; Randolph County,POINT (-79.95695000000001 38.8762)
1877,1985/07/12 00:00:00+00,-80.429,38.312,"Report 23211: Possible camp stalking at Glade Run Pond, Monon. Nat. Forest Class B; Webster County",POINT (-80.429 38.312)
1878,2008/03/18 00:00:00+00,-81.1447,37.6665,Report 23648: Wood knocking startles target shooter outside of Shady Spring Class B; Raleigh County,POINT (-81.1447 37.6665)
1879,2008/08/02 00:00:00+00,-79.98,38.55,Report 24494: Possible nighttime encounter while raccoon hunting outside Valley Head Class B; Randolph County,POINT (-79.98 38.55)
1880,1994/11/05 00:00:00+00,-79.495,38.788,Report 25062: Cave explorers recall bizarre experiences while camping in the Seneca Creek Backcountry Class B; Pendleton County,POINT (-79.495 38.788)
1881,2002/08/13 00:00:00+00,-80.915,39.355,Report 26279: Logging reveals a brief sighting of a bipedal creature near Pennsboro Class B; Ritchie County,POINT (-80.91500000000001 39.355)
1882,2009/07/22 00:00:00+00,-81.8,37.515,Report 26354: Rural residents describe loud vocalizations and strange incidents near Iaeger Class B; McDowell County,POINT (-81.8 37.515)
1883,2008/10/15 00:00:00+00,-82.4438,38.3248,Report 28382: Possible activity outside a residence near Lavalette Class B; Wayne County,POINT (-82.4438 38.3248)
1884,2010/11/01 00:00:00+00,-79.18524,38.57502,Report 30154: Turkey hunters hear possible howl and bipedal steps approach their camp near Brandywine Class B; Pendleton County,POINT (-79.18523999999999 38.57502)
1885,2012/04/27 00:00:00+00,-79.7773,38.712,Report 35244: Fishermen hear loud screams while camped at Wildell Class B; Pocahontas County,POINT (-79.7773 38.712)
1886,2012/08/30 00:00:00+00,-79.33413,38.52026,Report 36662: Traveler hears possible vocals from the forest during a roadside stop near Sugar Grove Class B; Pendleton County,POINT (-79.33413 38.52026)
1887,2012/06/15 00:00:00+00,-79.7927,38.7201,Report 36700: Lone hiker wakes to rock clacks and heavy foot falls on the Allegheny Trail near Durbin Class B; Pocahontas County,POINT (-79.7927 38.7201)
1888,2012/11/19 00:00:00+00,-79.26241,38.6492,"Report 37565: Hunters hear possible vocalizations, large head seen peeking from behind boulders near Franklin Class B; Pendleton County",POINT (-79.26241 38.6492)
1889,2000/07/15 00:00:00+00,-79.4123,38.9706,Report 39812: Family hears possible vocals on summer nights at their home near Dolly Sods Wilderness Area Class B; Randolph County,POINT (-79.4123 38.9706)
1890,2013/08/14 00:00:00+00,-79.68047,38.93027,Report 41880: Possible vocalizations heard from the Bear Heaven Campground east of Elkins Class B; Randolph County,POINT (-79.68047 38.93027)
1891,1990/08/08 00:00:00+00,-80.585,40.29,Report 42321: Recollection of a dark figure watching as they recovered their dirt bikes near Wellsburg Class B; Brooke County,POINT (-80.58499999999999 40.29)
1892,2013/11/30 00:00:00+00,-81.2625,37.603,Report 43193: Homeowner reports possible interactions that include his hunting dogs near Pax Class B; Fayette County,POINT (-81.2625 37.603)
1893,2014/11/12 00:00:00+00,-78.05424,39.51256,Report 47225: Possible early morning sighting by a couple driving near Hedgesville Class B; Berkeley County,POINT (-78.05423999999999 39.51256)
1894,1990/09/09 00:00:00+00,-82.51773,38.31738,Report 51739: Memory told of seeing the neighbor's dog going after a hairy biped while squirrel hunting near Greenup Class A; Greenup County,POINT (-82.51773 38.31738)
1895,2002/02/16 00:00:00+00,-78.6205,38.9766,Report 30006: Hikers startled by encounter at remote cabin near Woodstock Class A; Shenandoah County,POINT (-78.62050000000001 38.9766)
1896,1978/12/01 00:00:00+00,-80.37878,39.52122,Report 1201: Drain pipes knocked down after strange howls/screams were heard Class A; Marion County,POINT (-80.37878000000001 39.52122)
1897,1999/04/20 00:00:00+00,-80.11329,39.54114,Report 1202: Series of accounts under investigation by the curators regarding reports of a large creature.  Class A; Marion County,POINT (-80.11329000000001 39.54114)
1898,1998/01/28 00:00:00+00,-79.3434,38.87813,Report 1205: Witness sees a large creature crossing the road Class A; Pendleton County,POINT (-79.3434 38.87813)
1899,1997/09/23 00:00:00+00,-79.42547,38.95242,"Report 1206: Dolly Sods; Tracks seen, loud screams and strange odor detected.  Class A; Randolph County",POINT (-79.42547 38.95242)
1900,1983/09/01 00:00:00+00,-82.59822,38.12764,"Report 1207: One of several  sighting and vocalization reports. When witness called out "" it stood up at the edge of the hill and huffed and puffed.""  Class A; Wayne County",POINT (-82.59822 38.12764)
1901,1987/07/15 00:00:00+00,-80.60419,38.32548,Report 1774: 3 Friends watch 7' tall 2 legged hairy brown animal on the other side of the river Class A; Nicholas County,POINT (-80.60419 38.32548)
1902,2001/11/12 00:00:00+00,-81.16211,39.21833,"Report 3655: Daylight sighting near rural church on Rt. 31, east of Parkersburg, near Cairo Class A; Ritchie County",POINT (-81.16211 39.21833)
1903,1987/07/04 00:00:00+00,-79.43762,39.0417,Report 7188: Two men shocked to see hairy figure close on trail in Monongahela National Forest Class A; Tucker County,POINT (-79.43762 39.0417)
1904,2004/12/12 00:00:00+00,-80.68192,40.1333,Report 10006: A woman has late night sighting when a motion detecting light illuminates her back porch Class A; Ohio County,POINT (-80.68192000000001 40.1333)
1905,2001/09/05 00:00:00+00,-80.7582,37.6541,Report 12812: Early morning backyard sighting by newspaper deliverer near Talcott Class A; Summers County,POINT (-80.7582 37.6541)
1906,1989/11/24 00:00:00+00,-80.03149,38.6685,Report 12959: Sightings by two hunters in tree stands outside Elkwater Class A; Randolph County,POINT (-80.03149000000001 38.6685)
1907,2005/12/03 00:00:00+00,-81.29745,37.58135,Report 13237: Daylight sighting near an abandonned mining chamber near Amigo Class A; Wyoming County,POINT (-81.29745 37.58135)
1908,2006/07/04 00:00:00+00,-77.9407,39.5392,Report 13949: Late-night road-crossing sighting by firefighter near the Potomac River Class A; Berkeley County,POINT (-77.94070000000001 39.5392)
1909,2005/10/05 00:00:00+00,-79.5375,39.6995,Report 14280: Night sighting outside rural home near Bruceton Mills Class A; Preston County,POINT (-79.53749999999999 39.6995)
1910,2006/07/29 00:00:00+00,-81.70641,38.2128,Report 15355: Early morning sighting by bat survey crew Class A; Boone County,POINT (-81.70641000000001 38.2128)
1911,2006/03/18 00:00:00+00,-79.95418,39.03496,Report 16529: Nighttime sighting by motorist along US-250 outside Belington Class A; Barbour County,POINT (-79.95417999999999 39.03496)
1912,2006/07/15 00:00:00+00,-81.1271,37.32091,Report 16890: Repeat visitations described near rural home outside Princeton Class A; Mercer County,POINT (-81.1271 37.32091)
1913,2007/01/13 00:00:00+00,-79.3762,38.835,Report 19841: Road crossing sighting by motorist on Hwy 55 north of Seneca Rocks area. Class A; Pendleton County,POINT (-79.3762 38.835)
1914,2007/06/30 00:00:00+00,-80.51374,38.33109,Report 20068: Bigfoot spotted by driver in Cranberry River region of Monongahela National Forest. Class A; Nicholas County,POINT (-80.51374 38.33109)
1915,2007/07/02 00:00:00+00,-79.3686,38.835,Report 20101: Afternoon sighting by hiker at Seneca Rocks Class A; Pendleton County,POINT (-79.3686 38.835)
1916,2007/07/08 00:00:00+00,-79.47325,38.8926,Report 20159: Nighttime sighting by motorist on Hwy 33 near Seneca Rocks Class A; Pendleton County,POINT (-79.47324999999999 38.8926)
1917,2007/06/18 00:00:00+00,-79.4016,38.8409,Report 20846: Late night sighting by motorists on US 33 / St Rt. 55 in Seneca Rocks Nat. Rec. Area Class A; Pendleton County,POINT (-79.4016 38.8409)
1918,2007/08/12 00:00:00+00,-80.64685,37.50965,Report 20863: Youngster Surprised by Tall Creature near Linside Class A; Monroe County,POINT (-80.64685 37.50965)
1919,2003/11/27 00:00:00+00,-78.94501,39.335,Report 21894: Large creature on all-fours seen crossing US-50 near Burlington Class A; Mineral County,POINT (-78.94501 39.335)
1920,1990/08/01 00:00:00+00,-81.5722,38.2383,Report 23191: Man remembers seeing a large hairy creature in a cemetary near Marmet Class A; Kanawha County,POINT (-81.5722 38.2383)
1921,2007/09/28 00:00:00+00,-81.095,37.7,Report 23411: Multiple sightings in daylight outside Shady Spring Class A; Raleigh County,POINT (-81.095 37.7)
